selected_text,sentiment
having good day at work lots of sales but boss is under foot she nice person but dont like the boss bugging me,0
pictures of your bliss in jpeg format sorry it message board terminology and don play us on the board,1
last tonight show with jay leno tonight,0
still feeling blah,1
hear tonight is the last jleno show,0
was watching downstairs now getting ready for bed piano in the morning,0
my mind is calm my heart is happy life is good would it be ok if took your breath away,0
homeless afterjune st,1
can haz beer too oh wait work,0
love,2
finished my lunch,0
crooning,1
was going to grandpa place for lunch to celebrate his th just found out it changed to chinese buffet bringing gas,0
heyyhoo heyhey,0
ooh like what planning on spending the night in as well,0
let me out,0
chillin,2
getting good,2
loved,2
omg rated stars,0
my cat just fell off my bed lmfao bless her she got fright,0
thanks,2
had very interesting day yesterday,2
my last blog is being published on web digest weekly next issue,0
miss,1
sweep haha,2
follow lol,0
happy to help,2
haven been able to,1
dying,1
passed away in,1
is going to be in texas in days eeekkkk,0
hurts,1
why do none of my thoughts make sense when sober,1
nice,2
time to take astronomy test,0
about to go to my last theater lunch im gonna cry,1
missed,1
feeling breathing believing keeping you on my mind and never ever gonna think to let you go,0
bummer was going to try and make it other commitments afraid got into the way next time hopefully,0
may bea able to help,2
no more twitter in while tweet tweet,0
britain got good weather wish had some of that over here,2
not really sure,1
awww,2
lost,1
hope,2
we re english well in parts it weather it is an obsession,0
the bunuelos were huge hit but had to skip shopping afterwards let see what kind of trouble can get into here,0
so sad,1
love,2
thanks,2
trudy off burnet the one up north that no one goes to,0
relaxing,2
wasn near him,0
amazes,2
hey you call me this week gotta go hang out could use the de stress,0
dammit,1
,2
dieing,1
pages and done with eclipse,0
playing machines in actinggg,0
tired and didn really have an exciting saturday oh well hope it better tomorrow,0
congratulations,2
my day is going way too fast,0
hey whats up did like the new episode of jonas,0
love slice,2
perfect run,2
powerdvd doesn want to play my pushing daisies dvd only want screenies to make icons with copy protection gone bonkers,0
fun,2
yes you can change your name under settings,0
is getting excited for the weekend or hang on am going to be all alone never mind excitement lost,0
is sick and it doesn seem like getting better,1
sold out in stores don think so,0
excite me,2
my head hurts beyond much,1
really cuz kc com said it was releasd here the main station doesn even hav it,0
beautiful,2
thank you sister,2
lucky,2
my sister and are suppose to be meeting you today in birmingham please reschedule,0
sense and sensibility here we come be,2
day is hard to cope with on my android phone when unable to filter,1
haha happy star wars day,2
dont see it where do see it listed at cause dont,0
wish was in dallas with the kiddnation family,0
please please please please let my match be cancelled today please,2
frustrated,1
on my way to see star trek,0
at home alone with not much to do,0
cereal doesnt come with toys anymore jus been thinkin was buyin the wrong kinds say it aint so mo,0
excitement,2
happy mothers day,2
kristen miss you,1
darts and lunch at horse brass but no beer for me,0
just put my computer up on craigslist ve had the same case monitor and speakers for over years,0
good,2
lol that was not the year was born lol,0
miss,1
don know what to do today amazing weather and sitting here great,0
like,2
hello new maccy welcome to your new home,0
so what does that make queef,0
sorryyyyyy,1
dragged,1
my radiator boiled out,0
makes sense,2
excellent,2
happy to see kurt spin,2
know no probs the driving bit always gets to me this time of the ac year which bit of sea are you going to aber,0
please please please think of me,2
all done time to finally start shuting down,0
oh girl get that baby going to bed at pm,0
not good time to be going overseas,1
hopefully my,2
got excited when thought that exhibit was in sydney but it not,1
happy mothers day,2
on day like this,0
traffic backed up inbound lincoln tunnel,0
lost,1
graphic design should be making business card but im on twitter,0
thank,2
glad that all got cleared up lah you idk why linda hates me though,0
adam lambert rocks,2
yay,2
eating oreos and milk,0
gonna miss eddy,1
twitter is sooo quiet today,0
filthy bloody mess lovely weather,1
you are my favorite,2
ok twitter show me what your all about,0
field day gt class not winning,0
looking forward to,2
made my life,2
in very stress mood,1
not for long goin for some sprints now,0
you re phone is off,0
not much blipping lately but ll get onto that for you,0
barely,1
think remember enjoying it too,2
enjoy,2
platypuses are the only mammals that can lay eggs,0
we ll miss you,1
comforting,2
cleaning the house,0
she hot,2
woohoo,2
darn it,1
kind of down,1
nice yo,2
very productive,2
hey not anymore back now,0
could have bought vespa with the amount of money just spent,0
learning how to jerk and stanky leg at sunset cliffs headlights spotlight with colorado and fam,0
ly amazin,2
this morning view from my back deck,0
tasty,2
early morning golf on sunny day,0
not enjoying,1
love,2
hangover today,0
haha playing fall out boy in bar full of older people they need to be educate,0
in fact apparently was your first follower before himself um embarrassed now,0
is finally back from the dinner party had fun alice had no wine proposed we re getting married next week on may th,2
peace love,2
thank you,2
did you get fired hugs,0
afraid about the maths one,1
am so bored,1
bif doesn come down far enough south for me,0
well we aren normal then,1
slept entirely too long on my nap but not long enough at the same time,0
thanks,2
thanks,2
rest then it your day off,0
missing,1
meann look at what just found lol,0
wow you still haven gotten them,0
wish,2
ouch,1
don like,1
hope,2
hoping,2
broke down,1
just been in the garden but was being attacked by bugs so came inside,0
sorry,1
soooo sleepy but gotta finish this game lol gettt it cavs whoop whoop,0
boo,1
happy mother day ladies,2
once again am looking for new beard it just fell out the window any bright green ones this time,0
feeling better now,2
not only do feel good but it gave me good workout,2
month ahaha and dunno if can go tomorrow lmao cause went today freakin filipino parents aha,0
hurts,1
great,2
awww thank you,2
you drank it on the sly,1
with that said out til later enjoy your day everyone,2
going to disney world lucky,2
useless,1
ugh cramps,1
id much rather be at,1
yeah suppose,0
we loved you here,2
you re watching firepro,0
time for some halo then,0
sorrry,1
thanks,2
sad,1
hand hurts,1
best,2
sad,1
okay seriously bored have nothing to do can go out cause it raining,1
greatest love,2
john more present than ever even online edumedia,0
hate,1
ecaytrade people who said you come by stuff at where are you bugs me when people no show,0
they are awesome too late though,0
tiffany is already ten minutes late reading flowers in the attic late breakfast at starbucks listening to waking up in vegas,0
why did get airbrushed if soon as put my dress on it messed it up little eerrrr,0
great,2
pray,2
really sorry,1
done with classes and packing for the atlanits hope miley there,0
tired,1
off to study later guys,0
over tanning,1
lonely,1
nd thank,2
bloody,1
no havent got mine yet did get yours,0
my tummy is not happy boo,1
love that new song,2
